"","year","state","industry","unioncovpct_ind","state_cens","sector","nobs","empl","member","covered","pctmem","pctcov","state2","unioncovpct_state","unioncovpct_combined","idvar","naics","robotpct_ind","robotpct_state","robotpct_combined","stateyear","medianhouseinc","unemprate","femalepct","manufemp","healthins","oldage","wage"
"85",2019,"Minnesota","Manufacturing",9.47362035512924,41,"Total",2230,2661670.65879999,363392.146166667,379693.690733333,0.136527836322784,0.14265239238739,"MN",14.265239238739,11.8694297969341,"Minnesota-Manufacturing-2019","31-33",26,31.4,28.7,"Minnesota-2019",74.593,3.2,65.8,13.4,95.1,7.4,56.9
"86",2020,"Minnesota","Manufacturing",9.24318060278893,41,"Total",1965,2519499.609925,398606.882608333,427661.582616667,0.15820874273777,0.169740676879883,"MN",16.9740676879883,13.1086241453886,"Minnesota-Manufacturing-2020","31-33",23.5,22.8,23.15,"Minnesota-2020",73.382,3.8,65.6,13.4,95.5,7.1,58.24
"87",2021,"Minnesota","Manufacturing",8.67823101580143,41,"Total",1889,2610490.669975,416340.399266667,446390.183391667,0.159487411379814,0.170998573303223,"MN",17.0998573303223,12.8890441730618,"Minnesota-Manufacturing-2021","31-33",27.8,31.4,29.6,"Minnesota-2021",77.72,4.9,65,13.3,95.5,8.5,59.89
"88",2018,"Mississippi","Manufacturing",9.78059358894825,64,"Total",2635,1122639.96076667,57656.2595083333,79852.5970166667,0.0513577461242676,0.0711292997002602,"MS",7.11292997002602,8.44676177948713,"Mississippi-Manufacturing-2018","31-33",23.2,21.9,22.55,"Mississippi-2018",44.717,7.1,52.9,13.2,87.9,12.4,41.58
"89",2019,"Mississippi","Manufacturing",9.47362035512924,64,"Total",2461,1104367.1386,69574.7903083333,93187.225175,0.0629996955394745,0.0843806564807892,"MS",8.43806564807892,8.95584300160408,"Mississippi-Manufacturing-2019","31-33",26,30.5,28.25,"Mississippi-2019",45.792,6.6,53.4,13.5,87,13.2,43.04
"90",2020,"Mississippi","Manufacturing",9.24318060278893,64,"Total",2203,1033459.18861667,74079.5668416667,85825.4911,0.0716811716556549,0.0830468088388443,"MS",8.30468088388443,8.77393074333668,"Mississippi-Manufacturing-2020","31-33",23.5,17.8,20.65,"Mississippi-2020",46.511,7.1,53.9,13.2,88,12.8,44.02
"91",2021,"Mississippi","Manufacturing",8.67823101580143,64,"Total",2198,1080609.803025,58955.7818083333,74385.546925,0.0545578822493553,0.0688366368412971,"MS",6.88366368412971,7.78094734996557,"Mississippi-Manufacturing-2021","31-33",27.8,21,24.4,"Mississippi-2021",48.716,6.4,53.6,12.9,88.1,13.8,43.93
"92",2018,"Missouri","Manufacturing",9.78059358894825,43,"Total",2282,2681075.86456667,251769.568608333,283111.17635,0.0939061716198921,0.105596110224724,"MO",10.5596110224724,10.1701023057103,"Missouri-Manufacturing-2018","31-33",23.2,23.1,23.15,"Missouri-2018",54.478,4.2,58.6,11.4,90.6,8.2,48.4
"93",2019,"Missouri","Manufacturing",9.47362035512924,43,"Total",2155,2662183.82105834,296296.955083334,332315.270516667,0.111298456788063,0.124828070402145,"MO",12.4828070402145,10.9782136976719,"Missouri-Manufacturing-2019","31-33",26,35.9,30.95,"Missouri-2019",57.409,3.8,58.9,11.1,90,8.9,49.86
"94",2020,"Missouri","Manufacturing",9.24318060278893,43,"Total",1971,2525904.2868,237238.413125,253311.4546,0.0939221680164337,0.100285455584526,"MO",10.0285455584526,9.63586308062077,"Missouri-Manufacturing-2020","31-33",23.5,33.3,28.4,"Missouri-2020",57.29,4.5,59.1,11.4,90.6,8.6,51.76
"95",2021,"Missouri","Manufacturing",8.67823101580143,43,"Total",2008,2615502.37475833,235211.745333333,266612.276266667,0.0899298563599586,0.101935401558876,"MO",10.1935401558876,9.43588558584452,"Missouri-Manufacturing-2021","31-33",27.8,35.5,31.65,"Missouri-2021",61.847,4.6,58.8,11.6,90.6,9.5,53.29
"96",2019,"Montana","Manufacturing",9.47362035512924,81,"Total",2627,437101.817791666,46021.9227166666,52245.8398083333,0.105288796126842,0.119527846574783,"MT",11.9527846574783,10.7132025063038,"Montana-Manufacturing-2019","31-33",26,8.8,17.4,"Montana-2019",57.153,4.1,59.1,4.9,91.7,8.6,47.99
"97",2020,"Montana","Manufacturing",9.24318060278893,81,"Total",2341,419396.123858333,50323.559775,54181.4877416667,0.119990520179272,0.129189297556877,"MT",12.9189297556877,11.0810551792383,"Montana-Manufacturing-2020","31-33",23.5,9.2,16.35,"Montana-2020",56.539,4.2,59.8,5,91.6,8.9,50.79
"98",2021,"Montana","Manufacturing",8.67823101580143,81,"Total",2257,437543.961391667,49001.6227,56287.5801583333,0.111992456018925,0.128644406795502,"MT",12.8644406795502,10.7713358476758,"Montana-Manufacturing-2021","31-33",27.8,8.1,17.95,"Montana-2021",63.249,4,58.2,4.1,91.8,8.8,51.37
"99",2018,"Nebraska","Manufacturing",9.78059358894825,46,"Total",2133,883808.450108332,58446.8763416667,70849.7049416667,0.066130705177784,0.0801640972495079,"NE",8.01640972495079,8.89850165694952,"Nebraska-Manufacturing-2018","31-33",23.2,26,24.6,"Nebraska-2018",59.566,3.5,64.6,9.7,91.7,7.6,44.2
"100",2019,"Nebraska","Manufacturing",9.47362035512924,46,"Total",2118,894551.953941666,74429.693175,85390.3943583333,0.0832033231854439,0.0954560488462448,"NE",9.54560488462448,9.50961261987686,"Nebraska-Manufacturing-2019","31-33",26,31.9,28.95,"Nebraska-2019",63.229,3.3,64.7,10.1,91.7,8.1,45.59
"101",2020,"Nebraska","Manufacturing",9.24318060278893,46,"Total",2007,889730.850391667,85247.8938583333,93669.1619083333,0.095813125371933,0.105278089642525,"NE",10.5278089642525,9.8854947835207,"Nebraska-Manufacturing-2020","31-33",23.5,27.2,25.35,"Nebraska-2020",63.015,3.4,64.8,10.2,91.9,7.8,46.32
"102",2021,"Nebraska","Manufacturing",8.67823101580143,46,"Total",1947,898442.131791666,60853.6445083334,71362.7942166667,0.0677324011921883,0.0794294849038124,"NE",7.94294849038124,8.31058975309134,"Nebraska-Manufacturing-2021","31-33",27.8,25.9,26.85,"Nebraska-2021",66.817,2.7,64.2,10.6,92.9,8.7,48.38
"103",2018,"Nevada","Manufacturing",9.78059358894825,88,"Total",2145,1377051.78956666,190774.387783333,215462.664333334,0.138538286089897,0.156466633081436,"NV",15.6466633081436,12.7136284485459,"Nevada-Manufacturing-2018","31-33",23.2,11.7,17.45,"Nevada-2018",58.646,5.6,59.1,4.7,88.8,9.8,47.19
"104",2019,"Nevada","Manufacturing",9.47362035512924,88,"Total",2116,1378726.80553334,200666.534291667,221338.865041667,0.145544812083244,0.160538598895073,"NV",16.0538598895073,12.7637401223183,"Nevada-Manufacturing-2019","31-33",26,10.9,18.45,"Nevada-2019",63.276,5.1,58.3,5,88.6,9.5,48.18
"105",2020,"Nevada","Manufacturing",9.24318060278893,88,"Total",1719,1209985.94033333,161575.369675,186057.130508333,0.133534908294678,0.153768002986908,"NV",15.3768002986908,12.3099904507399,"Nevada-Manufacturing-2020","31-33",23.5,12.9,18.2,"Nevada-2020",62.043,6.6,58.6,4.8,88.8,9.2,50.51
"106",2021,"Nevada","Manufacturing",8.67823101580143,88,"Total",1748,1250012.45454166,152243.3167,175316.03235,0.121793441474438,0.14025142788887,"NV",14.025142788887,11.3516869023442,"Nevada-Manufacturing-2021","31-33",27.8,17.6,22.7,"Nevada-2021",66.274,9.7,58.6,5.4,88.4,11.3,52.87
"107",2018,"New Hampshire","Manufacturing",9.78059358894825,12,"Total",2451,664204.281541668,67707.44535,77092.4925,0.101937681436539,0.116067439317703,"NH",11.6067439317703,10.6936687603593,"New Hampshire-Manufacturing-2018","31-33",23.2,20.5,21.85,"New Hampshire-2018",74.991,3.6,62.6,12.7,94.3,5.5,59.61
"108",2019,"New Hampshire","Manufacturing",9.47362035512924,12,"Total",2412,677148.150516665,69475.5369,78585.2526666667,0.102600201964378,0.116053260862827,"NH",11.6053260862827,10.539473220706,"New Hampshire-Manufacturing-2019","31-33",26,18.4,22.2,"New Hampshire-2019",77.933,3,62.4,13.4,93.7,6.2,62.36
"109",2020,"New Hampshire","Manufacturing",9.24318060278893,12,"Total",2061,629094.967125,61397.663725,69453.9632833333,0.0975968092679977,0.11040298640728,"NH",11.040298640728,10.1417396217585,"New Hampshire-Manufacturing-2020","31-33",23.5,21.7,22.6,"New Hampshire-2020",77.923,3.8,63.2,12.6,94,6.1,63.8
"110",2021,"New Hampshire","Manufacturing",8.67823101580143,12,"Total",1916,643094.0624,64560.9367833334,72854.9092916667,0.100391127169132,0.113288104534149,"NH",11.3288104534149,10.0035207346082,"New Hampshire-Manufacturing-2021","31-33",27.8,24.2,26,"New Hampshire-2021",88.465,3.6,62.1,12.5,94.9,6.9,65.39
"111",2018,"New Jersey","Manufacturing",9.78059358894825,22,"Total",3270,3932704.80539166,587218.828066667,638845.504741667,0.149316787719727,0.162444308400154,"NJ",16.2444308400154,13.0125122144818,"New Jersey-Manufacturing-2018","31-33",23.2,13.1,18.15,"New Jersey-2018",81.74,4.9,60.4,8,92.6,8,57.81
"112",2019,"New Jersey","Manufacturing",9.47362035512924,22,"Total",3328,4095348.94790831,642233.02405,711781.634916667,0.156820103526115,0.173802435398102,"NJ",17.3802435398102,13.4269319474697,"New Jersey-Manufacturing-2019","31-33",26,15.4,20.7,"New Jersey-2019",85.751,4.7,60.8,8,92.1,8.8,59.99
"113",2020,"New Jersey","Manufacturing",9.24318060278893,22,"Total",2739,3726546.603375,598811.446,659079.2428,0.160688027739525,0.176860585808754,"NJ",17.6860585808754,13.4646195918322,"New Jersey-Manufacturing-2020","31-33",23.5,11.1,17.3,"New Jersey-2020",85.245,5.8,60.6,8.1,92.4,8.4,62.87
"114",2021,"New Jersey","Manufacturing",8.67823101580143,22,"Total",2582,3760600.345675,608805.238333334,672942.479558334,0.161890432238579,0.178945496678352,"NJ",17.8945496678352,13.2863903418183,"New Jersey-Manufacturing-2021","31-33",27.8,14.9,21.35,"New Jersey-2021",89.296,8.1,60.7,8.2,92.8,9.4,64.71
"115",2018,"New Mexico","Manufacturing",9.78059358894825,85,"Total",2455,812502.002658334,55336.205125,66315.7192083333,0.0681059285998344,0.081619143486023,"NM",8.1619143486023,8.97125396877527,"New Mexico-Manufacturing-2018","31-33",23.2,13.7,18.45,"New Mexico-2018",47.169,6.1,52.1,4,90.5,13.3,46.45
"116",2019,"New Mexico","Manufacturing",9.47362035512924,85,"Total",2402,812061.751091667,57601.0449333334,71808.178225,0.0709318518638611,0.0884269922971725,"NM",8.84269922971725,9.15815979242325,"New Mexico-Manufacturing-2019","31-33",26,8.2,17.1,"New Mexico-2019",51.945,5.5,53.5,4.1,90,13.5,47.98
"117",2020,"New Mexico","Manufacturing",9.24318060278893,85,"Total",1993,742334.736575,53133.9064833333,63753.2856666667,0.071576751768589,0.0858821272850037,"NM",8.58821272850037,8.91569666564465,"New Mexico-Manufacturing-2020","31-33",23.5,6.4,14.95,"New Mexico-2020",51.243,6.6,53.7,4,90.5,12.4,50.5
"118",2018,"New York","Manufacturing",9.78059358894825,21,"Total",6427,8407048.88100833,1873880.013325,2028340.967175,0.222893908619881,0.241266697645187,"NY",24.1266697645187,16.9536316767335,"New York-Manufacturing-2018","31-33",23.2,17.2,20.2,"New York-2018",67.844,5,58.6,5.8,94.6,11.8,55.1
"119",2019,"New York","Manufacturing",9.47362035512924,21,"Total",6279,8258424.7814583,1732568.91989167,1876885.22732501,0.209794119000435,0.227269157767296,"NY",22.7269157767296,16.1002680659294,"New York-Manufacturing-2019","31-33",26,18.4,22.2,"New York-2019",72.108,4.4,59.3,5.7,94.8,12,56.31
"120",2020,"New York","Manufacturing",9.24318060278893,21,"Total",5174,7553914.65338331,1662695.613425,1785065.818425,0.220110461115837,0.236310034990311,"NY",23.6310034990311,16.43709205091,"New York-Manufacturing-2020","31-33",23.5,17.9,20.7,"New York-2020",71.117,5.7,58.7,6,94.6,11.5,58.16
"121",2021,"New York","Manufacturing",8.67823101580143,21,"Total",4847,7769283.13168332,1727738.92303333,1868444.84978333,0.222380742430687,0.240491285920143,"NY",24.0491285920143,16.3636798039079,"New York-Manufacturing-2021","31-33",27.8,22.7,25.25,"New York-2021",74.314,8.7,59,5.8,94.8,12.2,59.72
"122",2018,"North Carolina","Manufacturing",9.78059358894825,56,"Total",3485,4329529.410175,117060.495625,172779.582883333,0.0270376950502396,0.0399072431027889,"NC",3.99072431027889,6.88565894961357,"North Carolina-Manufacturing-2018","31-33",23.2,18.8,21,"North Carolina-2018",53.855,5,57.5,12.3,89.3,8.7,47.08
"123",2019,"North Carolina","Manufacturing",9.47362035512924,56,"Total",3477,4397872.78299167,102365.912275,150499.263916667,0.0232762340456247,0.0342209227383137,"NC",3.42209227383137,6.4478563144803,"North Carolina-Manufacturing-2019","31-33",26,21.3,23.65,"North Carolina-2019",57.341,4.6,57.6,11.8,88.7,9.1,48.37
"124",2020,"North Carolina","Manufacturing",9.24318060278893,56,"Total",2873,4132720.56220834,130077.586275,161979.609475,0.0314750485122204,0.0391944274306297,"NC",3.91944274306297,6.58131167292595,"North Carolina-Manufacturing-2020","31-33",23.5,22.7,23.1,"North Carolina-2020",56.642,5.4,57.5,12.1,89.3,9.2,49.72
"125",2021,"North Carolina","Manufacturing",8.67823101580143,56,"Total",3175,4232401.52523334,108123.7851,142138.367075,0.0255466755479574,0.0335833840072155,"NC",3.35833840072155,6.01828470826149,"North Carolina-Manufacturing-2021","31-33",27.8,25.4,26.6,"North Carolina-2021",61.972,5.8,57.3,11.9,89.6,10.2,52.02
"126",2018,"North Dakota","Manufacturing",9.78059358894825,44,"Total",2498,342476.101841667,17907.25275,22993.219825,0.0522875972092152,0.0671381726861,"ND",6.71381726861,8.24720542877913,"North Dakota-Manufacturing-2018","31-33",23.2,36.3,29.75,"North Dakota-2018",63.837,2.8,64.5,7,92.7,10.3,46.57
"127",2019,"North Dakota","Manufacturing",9.47362035512924,44,"Total",2570,355344.6683,21329.5523,26558.7480583333,0.0600249692797661,0.0747408121824265,"ND",7.47408121824265,8.47385078668594,"North Dakota-Manufacturing-2019","31-33",26,37.5,31.75,"North Dakota-2019",64.577,2.6,65.2,6.6,93.1,8,48.2
"128",2020,"North Dakota","Manufacturing",9.24318060278893,44,"Total",2412,339024.938766666,21153.1194333333,24979.2837833333,0.062393993139267,0.0736797824501991,"ND",7.36797824501991,8.30557942390442,"North Dakota-Manufacturing-2020","31-33",23.5,28.7,26.1,"North Dakota-2020",65.315,3.1,65.2,6.7,92.8,8.9,52.38
"129",2021,"North Dakota","Manufacturing",8.67823101580143,44,"Total",2437,349302.013741666,18786.9646666667,24206.0180666667,0.0537842996418476,0.0692982524633408,"ND",6.92982524633408,7.80402813106775,"North Dakota-Manufacturing-2021","31-33",27.8,38.3,33.05,"North Dakota-2021",66.519,2.9,62.9,6.5,92.1,9.4,54.15
"130",2018,"Ohio","Manufacturing",9.78059358894825,31,"Total",4104,5053712.21864167,639908.854916667,722137.295625,0.126621544361115,0.142892450094223,"OH",14.2892450094223,12.0349192991853,"Ohio-Manufacturing-2018","31-33",23.2,32.5,27.85,"Ohio-2018",56.111,4.9,59,15,93.5,8.6,48.87
"131",2019,"Ohio","Manufacturing",9.47362035512924,31,"Total",3851,5125431.67365001,610337.923433332,672905.663091666,0.119080297648907,0.131287604570389,"OH",13.1287604570389,11.3011904060841,"Ohio-Manufacturing-2019","31-33",26,34.5,30.25,"Ohio-2019",58.642,4.6,59.3,15.3,93.4,8.3,49.88
"132",2020,"Ohio","Manufacturing",9.24318060278893,31,"Total",3363,4812986.17005832,634644.775066666,684227.024083333,0.131860911846161,0.142162680625916,"OH",14.2162680625916,11.7297243326902,"Ohio-Manufacturing-2020","31-33",23.5,31.4,27.45,"Ohio-2020",58.116,5.3,58.9,15.1,93.8,8.2,51.33
"133",2021,"Ohio","Manufacturing",8.67823101580143,31,"Total",3357,4970814.07481668,595828.398975001,647577.664133335,0.119865357875824,0.1302759796381,"OH",13.02759796381,10.8529144898057,"Ohio-Manufacturing-2021","31-33",27.8,37.5,32.65,"Ohio-2021",62.262,5.4,58.7,14.9,93.5,9.5,52.85
"134",2018,"Oklahoma","Manufacturing",9.78059358894825,73,"Total",2267,1585657.69125833,90113.5600916667,117567.247158333,0.0568303987383842,0.0741441547870636,"OK",7.41441547870636,8.5975045338273,"Oklahoma-Manufacturing-2018","31-33",23.2,26.2,24.7,"Oklahoma-2018",51.924,4.4,56.1,9.7,85.8,8.7,48.93
"135",2019,"Oklahoma","Manufacturing",9.47362035512924,73,"Total",2136,1554967.96734167,96603.810175,123351.13205,0.0621259175240993,0.0793271213769913,"OK",7.93271213769913,8.70316624641418,"Oklahoma-Manufacturing-2019","31-33",26,25.5,25.75,"Oklahoma-2019",54.449,4.4,55.8,9.5,85.7,9.7,50.38
"136",2020,"Oklahoma","Manufacturing",9.24318060278893,73,"Total",1953,1499868.94884167,89848.0054416667,114180.630991667,0.0599039047956467,0.0761270746588707,"OK",7.61270746588707,8.427944034338,"Oklahoma-Manufacturing-2020","31-33",23.5,22,22.75,"Oklahoma-2020",53.84,5.1,56,9.6,85.6,8.7,51.82
"137",2021,"Oklahoma","Manufacturing",8.67823101580143,73,"Total",1863,1548488.31320833,86590.7475166667,105737.042075,0.0559195354580879,0.0682840421795845,"OK",6.82840421795845,7.75331761687994,"Oklahoma-Manufacturing-2021","31-33",27.8,23.7,25.75,"Oklahoma-2021",55.826,5.9,56.6,9.1,86.2,10.6,53.32
"138",2018,"Oregon","Manufacturing",9.78059358894825,92,"Total",2274,1740902.429575,241150.429291667,255192.629425,0.138520359992981,0.146586403250694,"OR",14.6586403250694,12.2196169570088,"Oregon-Manufacturing-2018","31-33",23.2,21.4,22.3,"Oregon-2018",63.426,5,58.1,11.3,92.9,7.9,53.04
"139",2019,"Oregon","Manufacturing",9.47362035512924,92,"Total",2343,1772417.64135833,254959.402633333,277031.384433333,0.14384837448597,0.156301409006119,"OR",15.6301409006119,12.5518806278706,"Oregon-Manufacturing-2019","31-33",26,23.9,24.95,"Oregon-2019",67.058,5,58.6,11.1,92.8,8.1,55.03
"140",2020,"Oregon","Manufacturing",9.24318060278893,92,"Total",2174,1691570.6302,274074.863333333,291549.941533333,0.162023901939392,0.172354578971863,"OR",17.2354578971863,13.2393192499876,"Oregon-Manufacturing-2020","31-33",23.5,22.4,22.95,"Oregon-2020",65.667,5.5,58.3,11.2,93.4,8,56.96
"141",2021,"Oregon","Manufacturing",8.67823101580143,92,"Total",2250,1782754.09699167,318006.937591667,335856.956316667,0.178379580378532,0.18839219212532,"OR",18.839219212532,13.7587251141667,"Oregon-Manufacturing-2021","31-33",27.8,23.7,25.75,"Oregon-2021",71.562,6.4,57.5,10.8,93.9,9.3,62.78
"142",2018,"Pennsylvania","Manufacturing",9.78059358894825,23,"Total",4424,5582103.53509999,700129.924766666,747836.655966667,0.125424027442932,0.133970409631729,"PA",13.3970409631729,11.5888172760606,"Pennsylvania-Manufacturing-2018","31-33",23.2,20.6,21.9,"Pennsylvania-2018",60.905,4.9,58.7,11.7,94.5,8.3,50.57
"143",2019,"Pennsylvania","Manufacturing",9.47362035512924,23,"Total",4184,5641891.901425,676536.747100001,740493.284316667,0.119913101196289,0.131249114871025,"PA",13.1249114871025,11.2992659211159,"Pennsylvania-Manufacturing-2019","31-33",26,24.5,25.25,"Pennsylvania-2019",63.463,4.5,58.6,11.5,94.2,8.3,51.85
"144",2020,"Pennsylvania","Manufacturing",9.24318060278893,23,"Total",3597,5315775.60800001,718995.697758334,775815.512033334,0.135256975889206,0.145945876836777,"PA",14.5945876836777,11.9188841432333,"Pennsylvania-Manufacturing-2020","31-33",23.5,21,22.25,"Pennsylvania-2020",63.627,5.4,58.5,11.6,94.4,8.2,53.16
"145",2021,"Pennsylvania","Manufacturing",8.67823101580143,23,"Total",3684,5385635.85906666,692313.399141666,730850.161183333,0.128548130393028,0.135703593492508,"PA",13.5703593492508,11.1242951825261,"Pennsylvania-Manufacturing-2021","31-33",27.8,25.2,26.5,"Pennsylvania-2021",68.957,6.4,58.4,11.8,94.5,9.6,55.06
"146",2018,"Rhode Island","Manufacturing",9.78059358894825,15,"Total",1604,479726.554674999,83165.456825,88538.1714416667,0.173360124230385,0.184559658169746,"RI",18.4559658169746,14.1182797029614,"Rhode Island-Manufacturing-2018","31-33",23.2,14.2,18.7,"Rhode Island-2018",64.34,5.5,60.1,10.9,95.9,11.2,54.77
"147",2019,"Rhode Island","Manufacturing",9.47362035512924,15,"Total",1467,474069.851491667,82461.2318416667,90129.5682916667,0.1739432066679,0.190118744969368,"RI",19.0118744969368,14.242747426033,"Rhode Island-Manufacturing-2019","31-33",26,20.7,23.35,"Rhode Island-2019",71.169,4.2,61.5,10.9,95.9,8.9,58.06
"148",2020,"Rhode Island","Manufacturing",9.24318060278893,15,"Total",1269,455762.069108334,81098.1296416666,86861.6957916667,0.177939623594284,0.190585613250732,"RI",19.0585613250732,14.1508709639311,"Rhode Island-Manufacturing-2020","31-33",23.5,11.8,17.65,"Rhode Island-2020",70.305,5.5,60.9,10.6,95.7,9.3,59.8
"149",2021,"Rhode Island","Manufacturing",8.67823101580143,15,"Total",1235,474386.45055,74780.8298416667,83036.8672833334,0.157636940479279,0.175040557980537,"RI",17.5040557980537,13.0911434069276,"Rhode Island-Manufacturing-2021","31-33",27.8,17.5,22.65,"Rhode Island-2021",74.008,7.7,61.4,10.2,95.7,9.8,60.89
"150",2018,"South Carolina","Manufacturing",9.78059358894825,57,"Total",2381,2015923.22088334,55368.6806,71816.1617,0.0274656694382429,0.0356244519352913,"SC",3.56244519352913,6.67151939123869,"South Carolina-Manufacturing-2018","31-33",23.2,24.4,23.8,"South Carolina-2018",52.306,5.3,56.3,13.4,89.5,9.5,49.2
